accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_036720525.1	0	88.99	0.05	Specific	96	0	188	p__Euryarchaeota (UID3)	125	0	1664777	83.05405472822969	143	845427	42.31048720066061	2004450	RS_GCF_029848115.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	not type material	none	f	23	13	100110	199889	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13973	25055	f	f	t	25577	45770	Scaffold	ASM3672052v1	na	PRJNA843551	SAMN28745976	143	25577	none	2024-02-21	GCA_036720525.1	derived from metagenome	full	CTOTU40319	none	none	0	none	Methanobacterium formicicum	none	na	none	80	13	45770	20822	11664	2024/02/21	63	2162	none	CTOTU40319	Helmholtz Centre for Environmental Research - UFZ	2162	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	6300	2004450	none	none	na	1998150	0	DAIMMS000000000.1	2015	80	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	6300	19	43	0
RS_GCF_963678545.1	0	100	1.16	Specific	99.84	0.98	228	p__Euryarchaeota (UID49)	153	0	2861082	85.95970615301832	4	1325921	39.83660011915639	3328399	RS_GCF_963678545.1	t	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp963678545	not type material	none	f	1	1	2933275	2933275	2933275	3	2910	NZ_OY782870.1	2933275	3	117	NZ_OY782870.1	2907	5275	0	99.415	AMWB02106094.3389.6301	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanomethylovorans;bioreactor metagenome	832099	832099	t	f	f	2933275	2933275	Complete Genome	piPlaSpea1.Methanomethylovorans_sp_1.1	na	PRJNA224116	SAMEA114407642	none	none	none	2023-11-18	GCA_963678545.1	derived from metagenome	full	1bea500b-d65c-4789-84bd-533d56c43360	none	none	4	0	uncultured Methanomethylovorans sp.	none	na	9	4	1	2933275	2933275	366968	2023/11/18	0	183759	3	1bea500b-d65c-4789-84bd-533d56c43360	WELLCOME SANGER INSTITUTE	183759	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;x__environmental samples;s__uncultured Methanomethylovorans sp.	0	3328399	11	51	na	3328399	0	na	3244	4	2933275	3	none	none	none	none	none	none	1475	NZ_OY782870.1	1462	2601	0	98.769	AMWB02106094.6604.8065	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanomethylovorans;bioreactor metagenome	0	19	51	0
RS_GCF_000979855.1	0	99.95	1.73	Specific	100	0.65	228	p__Euryarchaeota (UID49)	153	0	3074385	75.8440728643464	189	1684114	41.550395935639735	4053560	RS_GCF_000970205.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	not type material	none	f	27	24	166253	166253	116284	1	2891	NZ_JJQC01000077.1	116284	1	117	NZ_JJQC01000077.1	2891	5334	0	99.965	CP009509.1353503.1356396	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei WWM610	21445	23705	t	f	f	44260	47035	Scaffold	gtlEnvA5udCFS	na	PRJNA224116	SAMN02708966	189	44260	USA: Columbia River Estuary; north of Astoria; OR	2015-04-23	GCA_000979855.1	none	full	na	sediment	46.17467 N 123.8493 W	0	0	Methanosarcina mazei	3450	na	3	171	24	47035	21181	13042	2015/04/23	18	2209	1	1.F.A.1B.4	University of Illinois at Urbana-Champaign	2209	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	376	4053560	11	54	na	4053184	0	JJQC00000000.1	3518	171	116284	1	1473	2710	0	99.864	439	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	1475	NZ_JJQC01000077.1	1474	2723	0	100	AE008384.2400692.2402165	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Go1	376	19	54	0
RS_GCF_024490875.1	0	99.78	0	Specific	99.05	0	308	p__Euryarchaeota (UID5)	210	0	1320312	89.9333832845174	44	418408	28.4999659423745	1468100	RS_GCF_024490875.1	t	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp024490875	not type material	none	f	8	8	148662	148662	none	0	none	none	25023	2	81	NZ_JACCLX010000004.1	none	none	none	none	none	none	33365	33365	f	f	t	64370	64370	Contig	ASM2449087v1	na	PRJNA224116	SAMN15465779	44	64370	Pacific Ocean	2022-07-29	GCA_024490875.1	derived from metagenome	full	T11_73	hydrothermal vent deposit	21.9894 S 176.5683 W	0	0	Methanocaldococcus sp.	none	na	5	none	none	none	none	none	2022/07/29	0	2152917	2	T11_73	Portland State University	2152917	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;x__unclassified Methanocaldococcus;s__Methanocaldococcus sp.	0	1468100	11	35	na	1468100	0	JACCLX000000000.1	1553	44	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	35	1
GB_GCA_012799355.1	0	84.44	2.11	Specific	89.41	1.96	234	p__Euryarchaeota (UID54)	153	66.67	1788674	85.10925614085508	372	1286831	61.2304026273053	2101621	RS_GCF_000304355.2	f	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus bourgensis	not type material	none	f	86	86	33933	33933	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5649	5649	f	f	t	7674	7674	Contig	ASM1279935v1	na	PRJNA602310	SAMN13894823	372	7674	none	2020-04-24	GCA_012799355.1	derived from metagenome	full	AS23ysBPME_211	anaerobic digestion of organic wastes under variable temperature conditions and feedstocks	none	0	0	Methanoculleus bourgensis	none	na	0	none	none	none	none	none	2020/04/24	0	83986	0	AS23ysBPME_211	Technical University of Denmark	83986	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus bourgensis	0	2101621	11	39	na	2101621	0	JAAZLK000000000.1	2276	372	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	39	0
RS_GCF_003400145.1	0	93.27	0	Specific	98.53	2.21	174	k__Archaea (UID146)	136	33.33	2251684	88.21792415093024	113	1313101	51.44551563208276	2552411	RS_GCF_000007225.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum aerophilum	not type material	none	f	17	17	159596	159596	24209	5	1357	NZ_NMUF01000036.1-#2	36289	1	108	NZ_NMUF01000023.1	494	883	0	98.988	CP000561.1725729.1727669	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum calidifontis JCM 11548	22587	22587	f	f	t	44551	44551	Contig	ASM340014v1	na	PRJNA224116	SAMN07344350	113	44551	Japan: Shizuoka	2018-08-16	GCA_003400145.1	none	full	na	hot spring	none	0	0	Pyrobaculum aerophilum	none	na	5	none	none	none	none	none	2018/08/16	0	13773	2	YKB32	UC Berkeley	13773	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum aerophilum	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum aerophilum	0	2552411	11	48	na	2552411	0	NMUF00000000.1	3305	113	9370	4	none	none	none	none	none	none	568	NZ_NMUF01000069.1-#6	205	372	3.35e-101	99.512	LC003040.1.2133	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermoproteaceae;Thermoproteus;Thermoproteus sp. GDH-1	0	19	48	0
RS_GCF_902774605.1	4	96.12	0.69	Specific	99.2	0	188	p__Euryarchaeota (UID3)	125	0	1917440	89.67165351753036	110	833721	38.991703773405774	2138290	RS_GCF_902774605.1	t	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella sp902774605	not type material	none	f	18	18	126074	126074	none	0	none	none	none	0	none	none	none	none	none	none	none	none	19438	19798	f	f	t	29628	29628	Scaffold	Rumen uncultured genome RUG11987	na	PRJNA224116	SAMEA6150122	110	29628	none	2020-02-15	GCA_902774605.1	derived from metagenome	full	RUG11987	cattle rumen	none	0	0	uncultured Methanobrevibacter sp.	none	na	2	108	18	29628	18011	9523	2020/02/15	2	253161	1	RUG11987	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	85	2138290	11	34	na	2138205	0	CACYJE000000000.1	2128	108	12602	1	none	none	none	none	none	none	893	NZ_CACYJE010000057.1	886	1598	0	99.21	AB034185.1.1442	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;uncultured rumen methanogen M6	85	19	34	0
RS_GCF_038883195.1	0	99.99	0.74	Specific	100	0	217	c__Thermoprotei (UID147)	168	0	1942297	89.98739813103164	7	997169	46.205447333790524	2158410	RS_GCF_000016605.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	not type material	none	f	3	2	460911	673917	569781	1	3032	NZ_JAVZMS010000002.1	none	0	none	none	3032	5578	0	99.868	CP008822.1706923.1709976	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	308302	539602	f	f	t	412575	569781	Scaffold	ASM3888319v1	na	PRJNA224116	SAMN36037349	7	412575	none	2024-04-30	GCA_038883195.1	derived from metagenome	full	DRTY-6_201912_bins_23	none	none	0	0	Metallosphaera sp.	none	na	3	4	2	569781	460911	453801	2024/04/30	3	2020860	1	DRTY-6_201912_bins_23	The University of Texas at Austin	2020860	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;x__unclassified Metallosphaera;s__Metallosphaera sp.	290	2158410	11	45	na	2158120	0	JAVZMS000000000.1	2351	4	569781	1	none	none	none	none	none	none	1495	NZ_JAVZMS010000002.1	1495	2750	0	99.866	CP012175.1705280.1706787	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	290	18	46	0
RS_GCF_902827225.1	0	98.72	0.02	Specific	99.52	0	308	p__Euryarchaeota (UID5)	210	0	1370118	89.11759712818885	2	446587	29.047688117874866	1537427	RS_GCF_902827225.1	t	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus lauensis	type strain of species	LPSN	f	1	1	1532285	1532285	1532285	2	2984	NZ_LR792632.1	1532285	3	92	NZ_LR792632.1	2983	5203	0	98.156	CP009149.1171644.1174636	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus bathoardescens	768713	768713	t	f	f	1532285	1532285	Complete Genome	Methanocaldococcus_lauensis_SG7	na	PRJNA224116	SAMEA6654823	none	none	none	2021-05-25	GCA_902827225.1	none	full	na	none	none	2	0	Methanocaldococcus lauensis	none	representative genome	7	2	1	1532285	1532285	1532285	2021/05/25	0	2546128	2	SG7	Genoscope CEA	2546128	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus lauensis	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus lauensis	0	1537427	11	37	assembly from type material	1537427	0	na	1577	2	1532285	2	none	none	none	none	none	none	1481	NZ_LR792632.1	1481	2617	0	98.582	CP009149.1174884.1176362	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus bathoardescens	0	19	37	1
RS_GCF_000979935.1	0	99.98	1.9	Specific	100	0.65	228	p__Euryarchaeota (UID49)	153	0	3023921	75.62967601941412	320	1665200	41.65316957557641	3998326	RS_GCF_000970205.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	not type material	none	f	52	49	116492	116492	58803	1	2891	NZ_JJQK01000253.1	597	1	111	NZ_JJQK01000128.1	2891	5334	0	99.965	CP009509.1353503.1356396	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei WWM610	12493	13599	t	f	f	23833	25450	Scaffold	gtlEnvA5udCFS	na	PRJNA224116	SAMN02708978	320	23833	USA: Columbia River Estuary; north of Astoria; OR	2015-04-23	GCA_000979935.1	none	full	na	sediment	46.17467 N 123.8493 W	0	0	Methanosarcina mazei	3424	na	2	294	49	25450	13822	7379	2015/04/23	26	2209	1	1.H.A.2.1	University of Illinois at Urbana-Champaign	2209	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	551	3998326	11	57	na	3997775	0	JJQK00000000.1	3477	294	58803	1	1473	2710	0	99.864	439	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	1475	NZ_JJQK01000253.1	1474	2723	0	100	AE008384.2400692.2402165	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Go1	551	19	64	0
RS_GCF_946404435.1	0	93.15	0.31	Specific	96.8	1.73	188	p__Euryarchaeota (UID3)	125	66.67	1395992	84.4814648056431	100	485396	29.374785164098316	1652424	RS_GCF_022768985.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera sp022768985	not type material	none	f	22	22	59040	59040	none	0	none	none	9625	1	117	NZ_CAMJDK010000057.1	none	none	none	none	none	none	16524	16524	f	f	t	24449	24449	Contig	SRR14812340_bin.19_metaWRAP_v1.3_MAG	na	PRJNA224116	SAMEA110653521	100	24449	none	2022-09-12	GCA_946404435.1	derived from metagenome	full	SRR14812340_bin.19_metaWRAP_v1.3_MAG	pig gut metagenome	none	0	0	uncultured Methanosphaera sp.	none	na	1	none	none	none	none	none	2022/09/12	0	262501	0	SRR14812340_bin.19_metaWRAP_v1.3_MAG	EMG	262501	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;x__environmental samples;s__uncultured Methanosphaera sp.	0	1652424	11	33	na	1652424	0	CAMJDK000000000.1	1513	100	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	33	0
RS_GCF_002214545.1	0	99.86	0.06	Specific	100	0	299	p__Euryarchaeota (UID4)	202	0	1888379	91.40567066098981	1	1104300	53.45287260180878	2065932	RS_GCF_002214545.1	t	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus thioreducens	type strain of species	LPSN	f	1	1	2065932	2065932	2065932	1	3013	NZ_CP015105.1	2065932	1	103	NZ_CP015105.1	3013	5548	0	99.9	FOIW01000003.74556.77570	Archaea;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus thioreducens	2065932	2065932	t	f	f	2065932	2065932	Complete Genome	ASM221454v1	na	PRJNA224116	SAMN03324168	none	none	Atlantic Ocean: Mid-Atlantic ridge; Rainbow site	2017-07-05	GCA_002214545.1	none	full	na	hydrothermal chimney sample	36.2 N 33.9 W	1	0	Thermococcus thioreducens	2268	na	4	1	1	2065932	2065932	2065932	2017/07/05	0	277988	1	OGL-20P	Ecole Normale Superieure de Lyon	277988	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus thioreducens	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus thioreducens	0	2065932	11	46	assembly from type material	2065932	0	na	2310	1	2065932	1	none	none	none	none	none	none	1488	NZ_CP015105.1	1488	2748	0	100	CP015105.1821678.1823189	Archaea;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus thioreducens	0	19	46	0
RS_GCF_001469875.2	0	98.99	0.19	Specific	99.44	0	417	f__Halobacteriaceae (UID96)	263	0	3371304	86.33334058901634	66	2561633	65.65528854532965	3904985	RS_GCF_001469875.2	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax marisrubri	type strain of species	LPSN	f	8	3	352722	856547	2642	4	2308	NZ_LOPW02000014.1	2642	1	115	NZ_LOPW02000014.1	2308	4202	0	99.523	CP001956.2766866.2769780	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax volcanii DS2	59115	150191	t	f	f	195812	544837	Scaffold	ASM146987v2	na	PRJNA224116	SAMN04318428	66	195812	Saudi Arabia: Red Sea	2018-01-30	GCA_001469875.2	none	full	na	Discovery deep brine-seawater interface	none	0	0	Haloferax marisrubri	3828	representative genome	6	26	3	544837	294353	252990	2018/01/30	40	1544719	1	SB3	Red Sea Research Center, Saudi Arabia	1544719	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax marisrubri	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax marisrubri	3345	3904985	11	54	assembly from type material	3901640	0	LOPW00000000.2	3889	26	2532	1	none	none	none	none	none	none	1473	NZ_LOPW02000007.1	1468	2712	0	100	KJ999758.1.1468	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax sp. SB3	3345	19	53	0
RS_GCF_034331145.1	0	97.43	0.42	Specific	98.93	0.8	188	p__Euryarchaeota (UID3)	125	0	2083129	82.06952903359758	27	995291	39.23954315659412	2538249	RS_GCF_016217785.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp016217785	not type material	none	f	6	3	454054	664682	664682	1	2970	NZ_JAXQGE010000002.1	664682	2	117	NZ_JAXQGE010000002.1	2940	5044	0	97.755	AMPO01000017.17.2951	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium formicicum DSM 3637	93942	282027	t	f	f	126225	489195	Scaffold	ASM3433114v1	na	PRJNA224116	SAMN38138823	27	126225	none	2023-12-13	GCA_034331145.1	derived from metagenome	full	IBPM_KMB_004	none	none	0	0	Methanobacterium sp.	none	na	4	9	3	489195	283037	126225	2023/12/13	18	2164	1	IBPM_KMB_004	IBPM RAS	2164	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;x__unclassified Methanobacterium;s__Methanobacterium sp.	1800	2538249	11	46	na	2536449	0	JAXQGE000000000.1	2452	9	664682	1	none	none	none	none	none	none	1480	NZ_JAXQGE010000002.1	1481	2651	0	98.987	CP017768.1658598.1660082	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium subterraneum	1800	19	46	0
RS_GCF_001560815.1	37	99.99	0.27	Specific	99.29	0	217	c__Thermoprotei (UID147)	168	0	1961117	87.58192731267697	10	821909	36.70640955043961	2239180	RS_GCF_000012285.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	not type material	none	f	2	2	980697	980697	184182	1	3012	NZ_LPST01000004.1	none	0	none	none	3012	5563	0	100	LPSP01000003.1109.4143	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius	223918	223918	f	f	t	515778	515778	Contig	NG05B_CO5_14	na	PRJNA224116	SAMN04305181	10	515778	USA: Yellowstone National Park	2016-02-11	GCA_001560815.1	none	full	na	NG05 hot spring; Norris Geyser Basin	none	0	0	Sulfolobus acidocaldarius	2304	na	4	none	none	none	none	none	2016/02/11	0	2285	2	NG05B_CO5_14	University of Illinois at Urbana-Champaign	2285	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	0	2239180	11	46	na	2239180	0	LPST00000000.1	2401	10	184182	2	862	1587	0	99.884	953	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__acidocaldarius	876	NZ_LPST01000004.1	864	1596	0	100	D14876.260.1752	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius	0	19	47	0
